"Order Name","Created at","Source Name","Total Discounts","Order Status","Total Product","Store","Carrier Status Code","Cancel Reason","Sales Program","Giới tính","Funnel","Category","Sub-category","Price","Subtotal Price","month"
"105719","9/11/2023","Facebook","0","complete","1","Kho Online","complete","","Hãng vận chuyển","Chị","","Quần","Quần jeans","370000","370000","9"
"100651","7/12/2023","Trực tiếp - Cửa hàng","0","confirmed","1","37 Nguyễn Văn Huyên","confirmed","","Đặt trước","Chị","","Váy","Chân váy","310000","310000","7"
"100655","7/12/2023","Instagram","0","prepared","1","Kho Online","prepared","","Đặt trước","Chị","","Daily use","Áo croptop sơ mi","280000","280000","7"
"100670","7/12/2023","Hotline","0","confirmed","1","37 Nguyễn Văn Huyên","confirmed","","Đặt trước","Chị","","Váy","Chân váy","310000","310000","7"
"100724","7/12/2023","Instagram","0","complete","1","37 Nguyễn Văn Huyên","complete","","Tự vận chuyển","Chị","","Áo (mùa hè)","Áo phông","300000","300000","7"
"100738","7/12/2023","Facebook","0","complete","1","Kho Online","complete","","Hãng vận chuyển","Chị","","Váy","Váy liền","430000","430000","7"
"100741","7/12/2023","Facebook","0","complete","1","37 Nguyễn Văn Huyên","complete","","Đặt trước","Chị","","Váy","Chân váy","310000","310000","7"
"100781","7/12/2023","Facebook","0","complete","1","Kho Online","complete","","Hãng vận chuyển","Chị","","Daily use","Blazer","450000","450000","7"
"100819","7/12/2023","Instagram","0","prepared","1","37 Nguyễn Văn Huyên","prepared","","Đặt trước","Chị","","Daily use","Blazer","450000","450000","7"
"100839","7/12/2023","Hotline","0","complete","1","37 Nguyễn Văn Huyên","complete","","Đặt trước","Chị","","Daily use","Blazer","450000","450000","7"
"100851","7/12/2023","Hotline","0","complete","1","37 Nguyễn Văn Huyên","complete","","Đặt trước","Chị","","Quần","Quần jeans","370000","370000","7"
"100854","7/12/2023","Instagram","0","complete","1","37 Nguyễn Văn Huyên","complete","","Tự vận chuyển","Chị","","Váy","Chân váy","310000","310000","7"
"100864","7/12/2023","Facebook","0","prepared","1","37 Nguyễn Văn Huyên","prepared","","Đặt trước","Chị","","Váy","Chân váy","310000","310000","7"
"100896","7/12/2023","Facebook","0","prepared","1","37 Nguyễn Văn Huyên","prepared","","Đặt trước","Chị","","Quần","Quần jeans","370000","370000","7"
"100911","7/12/2023","Hotline","0","complete","1","37 Nguyễn Văn Huyên","complete","","Đặt trước","Chị","","Váy","Chân váy","310000","310000","7"
"101411","7/12/2023","Hotline","0","complete","1","37 Nguyễn Văn Huyên","complete","","Đặt trước","Chị","","Quần","Quần jeans","370000","370000","7"
"101622","7/12/2023","Facebook","0","complete","1","Kho Online","complete","","Hãng vận chuyển","Chị","","Daily use","Blazer","450000","450000","7"
"101832","7/12/2023","Facebook","0","complete","1","Kho Online","complete","","Hãng vận chuyển","Chị","","Váy","Váy liền","430000","430000","7"
"101878","7/12/2023","Trực tiếp - Cửa hàng","0","complete","1","37 Nguyễn Văn Huyên","complete","","Đặt trước","Chị","","Váy","Váy liền","430000","430000","7"
"103132","7/12/2023","Hotline","0","complete","1","37 Nguyễn Văn Huyên","complete","","Đặt trước","Chị","","Trang sức sự kiện","Thắt lưng đính đá","200000","200000","7"
"100012","7/12/2023","Instagram","0","pending","1","Kho Online","pending","","","Chị","","Váy","Váy liền","430000","430000","7"
"100037","7/12/2023","Facebook","0","confirmed","1","Kho Online","confirmed","","Đặt trước","Chị","","Daily use","Blazer","450000","450000","7"
"100367","7/12/2023","Hotline","0","confirmed","1","27 Khâm Thiên","confirmed","","Đặt trước","Chị","","Daily use","Áo croptop sơ mi","280000","280000","7"
"105556","7/12/2023","Facebook","0","complete","1","Kho Online","complete","","Hãng vận chuyển","Chị","","Daily use","Blazer","450000","450000","7"
"101175","7/12/2023","Facebook","0","complete","1","37 Nguyễn Văn Huyên","complete","","Hãng vận chuyển","Chị","","Daily use","Blazer","450000","450000","7"
"101200","7/12/2023","Hotline","0","complete","1","37 Nguyễn Văn Huyên","complete","","Đặt trước","Chị","","Daily use","Áo croptop sơ mi","280000","280000","7"
"101219","7/12/2023","Facebook","0","cancel","1","37 Nguyễn Văn Huyên","cancel","Khách suy nghĩ thêm","Đặt trước","Chị","","Daily use","Blazer","450000","450000","7"
"101222","7/12/2023","Facebook","0","cancel","1","Kho Online","cancel","Đơn hàng spam","","Chị","","Daily use","Blazer","450000","450000","7"
"101227","7/12/2023","Facebook","0","cancel","1","Kho Online","cancel","Đơn hàng spam","","Chị","","Daily use","Blazer","450000","450000","7"
"101246","7/12/2023","Trực tiếp - Cửa hàng","105000","complete","1","89 Láng Hạ","complete","","Mua tại quầy","Chị","","Váy","Váy liền","430000","430000","7"
"101252","7/12/2023","Hotline","0","complete","1","37 Nguyễn Văn Huyên","complete","","Đặt trước","Chị","","Áo (mùa hè)","Áo phông","300000","300000","7"
"101260","7/12/2023","Zalo","0","complete","1","37 Nguyễn Văn Huyên","complete","","Đặt trước","Chị","","Quần","Quần jeans","370000","370000","7"
"101262","7/12/2023","Facebook","0","complete","1","27 Khâm Thiên","complete","","Đặt trước","Chị","","Quần","Quần jeans","370000","370000","7"
"101274","7/12/2023","Hotline","0","complete","1","37 Nguyễn Văn Huyên","complete","","Đặt trước","Chị","","Daily use","Blazer","450000","450000","7"
"101290","7/12/2023","Facebook","0","confirmed","1","37 Nguyễn Văn Huyên","confirmed","","Đặt trước","Chị","","Váy","Váy liền","430000","430000","7"
"101307","7/12/2023","Zalo","0","complete","1","Kho Online","complete","","Đặt trước","Anh","","Daily use","Blazer","450000","450000","7"
"101337","7/12/2023","Trực tiếp - Cửa hàng","0","prepared","1","37 Nguyễn Văn Huyên","prepared","","Đặt trước","Chị","","Váy","Chân váy","310000","310000","7"
"101340","7/12/2023","Facebook","0","cancel","1","37 Nguyễn Văn Huyên","cancel","Đơn hàng spam","","Anh","","Daily use","Áo croptop sơ mi","280000","280000","7"
"101341","7/12/2023","Facebook","0","complete","1","37 Nguyễn Văn Huyên","complete","","Đặt trước","Chị","","Áo (mùa hè)","Áo phông","300000","300000","7"
"101350","7/12/2023","Facebook","0","complete","1","37 Nguyễn Văn Huyên","complete","","Đặt trước","Anh","","Daily use","Blazer","450000","450000","7"
"101360","7/12/2023","Trực tiếp - Cửa hàng","0","prepared","1","37 Nguyễn Văn Huyên","prepared","","Mua tại quầy","Chị","","Váy","Váy liền","430000","430000","7"
"101379","7/12/2023","Instagram","0","complete","1","37 Nguyễn Văn Huyên","complete","","Đặt trước","Chị","","Váy","Váy liền","430000","430000","7"
"101384","7/12/2023","Facebook","0","cancel","1","Kho Online","cancel","Đơn hàng spam","","Chị","","Daily use","Áo croptop sơ mi","280000","280000","7"
"101395","7/12/2023","Hotline","0","complete","1","37 Nguyễn Văn Huyên","complete","","Đặt trước","Chị","","Váy","Váy liền","430000","430000","7"
"101431","7/12/2023","Hotline","0","confirmed","1","37 Nguyễn Văn Huyên","confirmed","","Đặt trước","Chị","","Váy","Váy liền","430000","430000","7"
"101459","7/12/2023","Facebook","0","cancel","1","Kho Online","cancel","Đơn hàng spam","","Chị","","Váy","Váy liền","430000","430000","7"
"101469","7/12/2023","Facebook","0","cancel","1","Kho Online","cancel","Đơn hàng spam","","Chị","","Daily use","Blazer","450000","450000","7"
"101472","7/12/2023","Facebook","0","cancel","1","Kho Online","cancel","Đơn hàng spam","","Chị","","Daily use","Blazer","450000","450000","7"
"100379","7/12/2023","Facebook","0","prepared","1","37 Nguyễn Văn Huyên","prepared","","Đặt trước","Chị","","Váy","Váy liền","430000","430000","7"
"100382","7/12/2023","Zalo","0","prepared","1","37 Nguyễn Văn Huyên","prepared","","Đặt trước","Chị","","Váy","Váy liền","430000","430000","7"
"100416","7/12/2023","Facebook","0","confirmed","1","37 Nguyễn Văn Huyên","confirmed","","Đặt trước","Chị","","Daily use","Blazer","450000","450000","7"
"100176","7/12/2023","Trực tiếp - Cửa hàng","60000","complete","1","37 Nguyễn Văn Huyên","complete","","Đặt trước","Chị","","Váy","Chân váy","310000","310000","7"
"100182","7/12/2023","Trực tiếp - Cửa hàng","0","prepared","1","38 Nguyễn Văn Huyên","prepared","","Đặt trước","Chị","","Daily use","Blazer","450000","450000","7"
"100195","7/12/2023","Facebook","0","prepared","1","37 Nguyễn Văn Huyên","prepared","","Đặt trước","Chị","","Quần","Quần jeans","370000","370000","7"
"100213","7/12/2023","Trực tiếp - Cửa hàng","0","confirmed","1","37 Nguyễn Văn Huyên","confirmed","","Mua tại quầy","Chị","","Váy","Váy liền","430000","430000","7"
"100223","7/12/2023","Zalo","0","prepared","1","Kho Online","prepared","","Đặt trước","Chị","","Daily use","Blazer","450000","450000","7"
"100238","7/12/2023","Instagram","0","complete","1","Kho Online","complete","","Đặt trước","Chị","","Áo (mùa hè)","Áo phông","300000","300000","7"
"100248","7/12/2023","Facebook","0","cancel","1","Kho Online","cancel","Khách suy nghĩ thêm","","Chị","","Trang sức sự kiện","Thắt lưng đính đá","200000","200000","7"
"100263","7/12/2023","Trực tiếp - Cửa hàng","0","complete","1","37 Nguyễn Văn Huyên","complete","","Mua tại quầy","Chị","","Váy","Chân váy","310000","310000","7"
"100268","7/12/2023","Trực tiếp - Cửa hàng","0","complete","1","37 Nguyễn Văn Huyên","complete","","Mua tại quầy","Chị","","Váy","Váy liền","430000","430000","7"
"104249","8/12/2023","Facebook","0","cancel","1","37 Nguyễn Văn Huyên","cancel","Trả góp không thành công","","Chị","","Quần","Quần jeans","370000","370000","8"
"104269","8/12/2023","Trực tiếp - Cửa hàng","0","complete","1","37 Nguyễn Văn Huyên","complete","","Mua tại quầy","Chị","","Daily use","Blazer","450000","450000","8"
"104275","8/12/2023","Facebook","0","cancel","1","Kho Online","cancel","Đơn hàng spam","","Chị","","Quần","Quần jeans","370000","370000","8"
"104288","8/12/2023","Instagram","0","complete","1","Kho Online","pending","","Hãng vận chuyển","Chị","","Daily use","Blazer","450000","450000","8"
"104289","8/12/2023","Facebook","0","cancel","1","Kho Online","cancel","Khách suy nghĩ thêm","","Chị","","Daily use","Blazer","450000","450000","8"
"104309","8/12/2023","Hotline","0","complete","1","37 Nguyễn Văn Huyên","complete","","Đặt trước","Chị","","Váy","Váy liền","430000","430000","8"
"104311","8/12/2023","Facebook","0","cancel","1","Kho Online","cancel","Đơn hàng spam","","Chị","","Quần","Quần jeans","370000","370000","8"
"104331","8/12/2023","Zalo","0","complete","1","37 Nguyễn Văn Huyên","complete","","Đặt trước","Chị","","Váy","Váy liền","430000","430000","8"
"104340","8/12/2023","Trực tiếp - Cửa hàng","0","cancel","1","37 Nguyễn Văn Huyên","cancel","Trả góp không thành công","Mua tại quầy","Chị","","Váy","Váy liền","430000","430000","8"
"104386","8/12/2023","Instagram","0","complete","1","Kho Online","complete","","Hãng vận chuyển","Chị","","Váy","Váy liền","430000","430000","8"
"104407","8/12/2023","Zalo","140000","cancel","1","KHO ĐƠN HÀNG","cancel","Khách suy nghĩ thêm","Tự vận chuyển","Chị","","Daily use","Áo croptop sơ mi","280000","280000","8"
"104443","8/12/2023","Trực tiếp - Cửa hàng","0","complete","1","37 Nguyễn Văn Huyên","complete","","Mua tại quầy","Chị","","Váy","Váy liền","430000","430000","8"
"104446","8/12/2023","Instagram","0","cancel","1","Kho Online","cancel","Đơn hàng spam","","Chị","","Quần","Quần jeans","370000","370000","8"
"104456","8/12/2023","Trực tiếp - Cửa hàng","0","complete","1","89 Láng Hạ","complete","","Mua tại quầy","Chị","","Váy","Chân váy","310000","310000","8"
"104471","8/12/2023","Trực tiếp - Cửa hàng","0","complete","1","37 Nguyễn Văn Huyên","complete","","Đặt trước","Chị","","Daily use","Blazer","450000","450000","8"
"104513","8/12/2023","Facebook","0","cancel","1","37 Nguyễn Văn Huyên","cancel","Khách không đến","Đặt trước","Chị","","Daily use","Blazer","450000","450000","8"
"104516","8/12/2023","Facebook","0","complete","1","37 Nguyễn Văn Huyên","complete","","Đặt trước","Chị","","Váy","Váy liền","430000","430000","8"
"104542","8/12/2023","Trực tiếp - Cửa hàng","0","complete","1","37 Nguyễn Văn Huyên","complete","","Mua tại quầy","Chị","","Trang sức sự kiện","Ví","160000","160000","8"
"104588","8/12/2023","Facebook","0","complete","1","89 Láng Hạ","complete","","Đặt trước","Chị","","Trang sức sự kiện","Thắt lưng đính đá","200000","200000","8"
"104648","8/12/2023","Hotline","0","complete","1","37 Nguyễn Văn Huyên","complete","","Đặt trước","Chị","","Trang sức sự kiện","Ví","160000","160000","8"
"104688","8/12/2023","Instagram","0","cancel","1","Kho Online","cancel","Đơn trùng","","Chị","","Trang sức sự kiện","Thắt lưng đính đá","200000","200000","8"
"104691","8/12/2023","Hotline","0","complete","1","37 Nguyễn Văn Huyên","complete","","Đặt trước","Chị","","Váy","Chân váy","310000","310000","8"
"104733","8/12/2023","Instagram","0","cancel","1","Kho Online","cancel","Đơn trùng","","Chị","","Daily use","Blazer","450000","450000","8"
"104768","8/12/2023","Instagram","0","cancel","1","Kho Online","cancel","Khách suy nghĩ thêm","","Chị","","Daily use","Blazer","450000","450000","8"
"101696","8/12/2023","Hotline","0","complete","1","37 Nguyễn Văn Huyên","complete","","Đặt trước","Chị","","Daily use","Blazer","450000","450000","8"
"101711","8/12/2023","Shopee","0","carrier_delivery","1","KHO ĐƠN HÀNG","carrier_delivery","","Hãng vận chuyển","Chị","","Trang sức sự kiện","Ví","160000","160000","8"
"101713","8/12/2023","Instagram","0","cancel","1","Kho Online","cancel","Khách suy nghĩ thêm","","Chị","","Váy","Chân váy","310000","310000","8"
"101716","8/12/2023","Trực tiếp - Cửa hàng","0","complete","1","89 Láng Hạ","complete","","Mua tại quầy","Chị","","Trang sức sự kiện","Ví","160000","160000","8"
"101733","8/12/2023","Trực tiếp - Cửa hàng","0","complete","1","37 Nguyễn Văn Huyên","complete","","Mua tại quầy","Chị","","Daily use","Blazer","450000","450000","8"
"101738","8/12/2023","Facebook","0","complete","1","Kho Online","complete","","Đặt trước","Chị","","Daily use","Blazer","450000","450000","8"
"101752","8/12/2023","Hotline","0","complete","1","Kho Online","complete","","Đặt trước","Chị","","Trang sức sự kiện","Ví","160000","160000","8"
"101753","8/12/2023","Instagram","0","cancel","1","Kho Online","cancel","Khách suy nghĩ thêm","","Chị","","Daily use","Blazer","450000","450000","8"
"101836","8/12/2023","Instagram","0","cancel","1","Kho Online","cancel","Khách suy nghĩ thêm","","Chị","","Daily use","Blazer","450000","450000","8"
"101839","8/12/2023","Instagram","0","complete","1","37 Nguyễn Văn Huyên","complete","","Đặt trước","Chị","","Váy","Chân váy","310000","310000","8"
"101859","8/12/2023","Instagram","0","cancel","1","Kho Online","cancel","Khách suy nghĩ thêm","","Chị","","Daily use","Blazer","450000","450000","8"
"101880","8/12/2023","Trực tiếp - Cửa hàng","150000","complete","1","37 Nguyễn Văn Huyên","complete","","Mua tại quầy","Chị","","Trang sức sự kiện","Ví","160000","160000","8"
"101883","8/12/2023","Trực tiếp - Cửa hàng","0","complete","1","37 Nguyễn Văn Huyên","complete","","Mua tại quầy","Chị","","Quần","Quần jeans","370000","370000","8"
"101890","8/12/2023","Trực tiếp - Cửa hàng","0","complete","1","89 Láng Hạ","complete","","Mua tại quầy","Chị","","Váy","Chân váy","310000","310000","8"
"101913","8/12/2023","Trực tiếp - Cửa hàng","0","complete","1","37 Nguyễn Văn Huyên","complete","","Mua tại quầy","Chị","","Váy","Chân váy","310000","310000","8"
"101914","8/12/2023","Trực tiếp - Cửa hàng","200000","complete","1","37 Nguyễn Văn Huyên","complete","","Mua tại quầy","Chị","","Daily use","Blazer","450000","450000","8"
"101926","8/12/2023","Instagram","0","cancel","1","Kho Online","cancel","Khách suy nghĩ thêm","","Chị","","Quần","Quần jeans","370000","370000","8"
"101934","8/12/2023","Instagram","0","confirmed","1","Kho Online","confirmed","","","Chị","","Váy","Chân váy","310000","310000","8"
"101945","8/12/2023","Facebook","0","complete","1","37 Nguyễn Văn Huyên","complete","","Đặt trước","Chị","","Áo (mùa hè)","Áo phông","300000","300000","8"
"101970","8/12/2023","Facebook","0","cancel","1","37 Nguyễn Văn Huyên","cancel","Khách không đến","Đặt trước","Chị","","Váy","Chân váy","310000","310000","8"
"101974","8/12/2023","Trực tiếp - Cửa hàng","0","cancel","1","37 Nguyễn Văn Huyên","cancel","Đơn trùng","Mua tại quầy","Chị","","Daily use","Blazer","450000","450000","8"
"101978","8/12/2023","Facebook","0","complete","1","37 Nguyễn Văn Huyên","complete","","Đặt trước","Chị","","Daily use","Blazer","450000","450000","8"
"101989","8/12/2023","Instagram","0","cancel","1","Kho Online","cancel","Đơn hàng spam","","Chị","","Váy","Chân váy","310000","310000","8"
"101991","8/12/2023","Instagram","0","cancel","1","Kho Online","cancel","Khách suy nghĩ thêm","","Chị","","Áo (mùa hè)","Áo phông","300000","300000","8"
"102033","8/12/2023","Trực tiếp - Cửa hàng","0","complete","1","37 Nguyễn Văn Huyên","complete","","Đặt trước","Chị","","Daily use","Blazer","450000","450000","8"
"102034","8/12/2023","Trực tiếp - Cửa hàng","0","confirmed","1","37 Nguyễn Văn Huyên","confirmed","","Đặt trước","Chị","","Váy","Chân váy","310000","310000","8"
"102042","8/12/2023","Hotline","0","complete","1","37 Nguyễn Văn Huyên","complete","","Tự vận chuyển","Chị","","Váy","Chân váy","310000","310000","8"
"102047","8/12/2023","Facebook","0","cancel","1","37 Nguyễn Văn Huyên","cancel","Tham khảo so sánh giá","Đặt trước","Chị","","Daily use","Blazer","450000","450000","8"
"102053","8/12/2023","Facebook","0","prepared","1","Kho Online","prepared","","Đặt trước","Chị","","Trang sức sự kiện","Ví","160000","160000","8"
"102072","8/12/2023","Tik Tok","0","packing","1","KHO ĐƠN HÀNG","packing","","Hãng vận chuyển","Chị","","Daily use","Blazer","450000","450000","8"
"102082","8/12/2023","Trực tiếp - Cửa hàng","0","complete","1","27 Khâm Thiên","complete","","Mua tại quầy","Chị","","Váy","Chân váy","310000","310000","8"
"104807","9/12/2023","Facebook","0","complete","1","89 Láng Hạ","complete","","Đặt trước","Chị","","Daily use","Blazer","450000","450000","9"
"104818","9/12/2023","Zalo","0","complete","1","Kho Online","complete","","Đặt trước","Chị","","Daily use","Blazer","450000","450000","9"
"104844","9/12/2023","Hotline","0","cancel","1","37 Nguyễn Văn Huyên","cancel","Tham khảo so sánh giá","Đặt trước","Chị","","Trang sức sự kiện","Ví","160000","160000","9"
"104861","9/12/2023","Lazada","0","cancel","1","KHO ĐƠN HÀNG","cancel","Khách suy nghĩ thêm","Hãng vận chuyển","Chị","","Quần","Quần jeans","370000","370000","9"
"104902","9/12/2023","Hotline","0","cancel","1","37 Nguyễn Văn Huyên","cancel","Khách chỉ gọi tham khảo - không chắc đến","Đặt trước","Chị","","Daily use","Blazer","450000","450000","9"
"104917","9/12/2023","Instagram","0","cancel","1","Kho Online","cancel","Đơn trùng","","Chị","","Váy","Chân váy","310000","310000","9"
"104967","9/12/2023","Hotline","0","cancel","1","37 Nguyễn Văn Huyên","cancel","Khách chỉ gọi tham khảo - không chắc đến","Đặt trước","Chị","","Váy","Chân váy","310000","310000","9"
"104989","9/12/2023","Facebook","0","cancel","1","37 Nguyễn Văn Huyên","cancel","Khách không đến","Đặt trước","Chị","","Trang sức sự kiện","Mũ","180000","180000","9"
"104998","9/12/2023","Trực tiếp - Cửa hàng","0","complete","1","89 Láng Hạ","complete","","Mua tại quầy","Chị","","Trang sức sự kiện","Mũ","180000","180000","9"
"105018","9/12/2023","Zalo","0","complete","1","Kho Online","complete","","Tự vận chuyển","Chị","","Váy","Chân váy","310000","310000","9"
"105048","9/12/2023","Instagram","0","cancel","1","Kho Online","cancel","Đơn hàng spam","","Chị","","Trang sức sự kiện","Mũ","180000","180000","9"
"105055","9/12/2023","Hotline","0","complete","1","37 Nguyễn Văn Huyên","complete","","Đặt trước","Chị","","Daily use","Blazer","450000","450000","9"
"105078","9/12/2023","Hotline","0","cancel","1","37 Nguyễn Văn Huyên","cancel","Không đồng ý hình thức","Đặt trước","Chị","","Váy","Chân váy","310000","310000","9"
"105092","9/12/2023","Hotline","0","complete","1","37 Nguyễn Văn Huyên","complete","","Đặt trước","Chị","","Trang sức sự kiện","Mũ","180000","180000","9"
"105139","9/12/2023","Shopee","0","complete","1","27 Khâm Thiên","complete","","Đặt trước","Chị","","Váy","Chân váy","310000","310000","9"
"105157","9/12/2023","Zalo","0","complete","1","37 Nguyễn Văn Huyên","complete","","Đặt trước","Chị","","Váy","Chân váy","310000","310000","9"
"105172","9/12/2023","Instagram","0","complete","1","Kho Online","complete","","Hãng vận chuyển","Chị","","Trang sức sự kiện","Ví","160000","160000","9"
"105191","9/12/2023","Instagram","0","complete","1","Kho Online","complete","","Hãng vận chuyển","Chị","","Trang sức sự kiện","Ví","160000","160000","9"
"105210","9/12/2023","Instagram","0","complete","1","Kho Online","complete","","Hãng vận chuyển","Chị","","Trang sức sự kiện","Mũ","180000","180000","9"
"105238","9/12/2023","Instagram","0","complete","1","Kho Online","complete","","Hãng vận chuyển","Chị","","Trang sức sự kiện","Mũ","180000","180000","9"
"105243","9/12/2023","Instagram","0","complete","1","Kho Online","complete","","Hãng vận chuyển","Chị","","Daily use","Áo croptop sơ mi","280000","280000","9"
"105281","9/12/2023","Trực tiếp - Cửa hàng","150000","complete","1","37 Nguyễn Văn Huyên","complete","","Mua tại quầy","Chị","","Daily use","Blazer","450000","450000","9"
"105350","9/12/2023","Hotline","0","complete","1","37 Nguyễn Văn Huyên","complete","","Đặt trước","Chị","","Áo (mùa hè)","Áo phông","300000","300000","9"
"105404","9/12/2023","Hotline","0","complete","1","37 Nguyễn Văn Huyên","complete","","Đặt trước","Chị","","Váy","Chân váy","310000","310000","9"
"105407","9/12/2023","Trực tiếp - Cửa hàng","100000","complete","1","37 Nguyễn Văn Huyên","complete","","Mua tại quầy","Chị","","Váy","Chân váy","310000","310000","9"
"105475","9/12/2023","Instagram","0","complete","1","Kho Online","complete","","Hãng vận chuyển","Chị","","Trang sức sự kiện","Ví","160000","160000","9"
"105486","9/12/2023","Trực tiếp - Cửa hàng","30000","complete","1","37 Nguyễn Văn Huyên","complete","","Mua tại quầy","Chị","","Trang sức sự kiện","Ví","160000","160000","9"
"105488","9/12/2023","Trực tiếp - Cửa hàng","28000","complete","1","37 Nguyễn Văn Huyên","complete","","Mua tại quầy","Chị","","Daily use","Blazer","450000","450000","9"
"105493","9/12/2023","Hotline","0","complete","1","37 Nguyễn Văn Huyên","complete","","Đặt trước","Chị","","Áo (mùa hè)","Áo phông","300000","300000","9"
"105514","9/12/2023","Zalo","0","complete","1","37 Nguyễn Văn Huyên","complete","","Đặt trước","Chị","","Quần","Quần jeans","370000","370000","9"
"105579","9/12/2023","Trực tiếp - Cửa hàng","50000","complete","1","89 Láng Hạ","complete","","Mua tại quầy","Chị","","Trang sức sự kiện","Ví","160000","160000","9"
"105583","9/12/2023","Trực tiếp - Cửa hàng","0","complete","1","37 Nguyễn Văn Huyên","complete","","Mua tại quầy","Chị","","Váy","Chân váy","310000","310000","9"
"105585","9/12/2023","Hotline","0","complete","1","37 Nguyễn Văn Huyên","complete","","Đặt trước","Chị","","Váy","Chân váy","310000","310000","9"
"105605","9/12/2023","Trực tiếp - Cửa hàng","180000","complete","1","37 Nguyễn Văn Huyên","complete","","Mua tại quầy","Chị","","Daily use","Blazer","450000","450000","9"
"105622","9/12/2023","Instagram","0","complete","1","Kho Online","complete","","Hãng vận chuyển","Chị","","Trang sức sự kiện","Mũ","180000","180000","9"
"105647","9/12/2023","Hotline","0","complete","1","37 Nguyễn Văn Huyên","complete","","Mua tại quầy","Chị","","Áo (mùa hè)","Áo phông","300000","300000","9"
"105669","9/12/2023","Facebook","0","complete","1","Kho Online","complete","","Hãng vận chuyển","Chị","","Quần","Quần jeans","370000","370000","9"
"105680","9/12/2023","Hotline","0","complete","1","37 Nguyễn Văn Huyên","complete","","Tự vận chuyển","Chị","","Trang sức sự kiện","Ví","160000","160000","9"
"105683","9/12/2023","Trực tiếp - Cửa hàng","30000","complete","1","89 Láng Hạ","complete","","Mua tại quầy","Chị","","Daily use","Áo croptop sơ mi","280000","280000","9"
"105713","9/12/2023","Instagram","0","complete","1","37 Nguyễn Văn Huyên","complete","","Đặt trước","Chị","","Trang sức sự kiện","Ví","160000","160000","9"
"105733","9/12/2023","Trực tiếp - Cửa hàng","70000","complete","1","37 Nguyễn Văn Huyên","complete","","Mua tại quầy","Chị","","Trang sức sự kiện","Mũ","180000","180000","9"
"100174","7/13/2023","Trực tiếp - Cửa hàng","0","prepared","1","37 Nguyễn Văn Huyên","prepared","","Mua tại quầy","Chị","","Quần","Quần jeans","370000","370000","7"
"100645","7/13/2023","Facebook","0","complete","1","Kho Online","complete","","Hãng vận chuyển","Chị","","Váy","Chân váy","310000","310000","7"
"100647","7/13/2023","Trực tiếp - Cửa hàng","0","prepared","1","37 Nguyễn Văn Huyên","prepared","","Mua tại quầy","Chị","","Daily use","Áo croptop sơ mi","280000","280000","7"
"100658","7/13/2023","Zalo","0","prepared","1","37 Nguyễn Văn Huyên","prepared","","Đặt trước","Chị","","Trang sức sự kiện","Ví","160000","160000","7"
"100668","7/13/2023","Hotline","0","complete","1","37 Nguyễn Văn Huyên","complete","","Đặt trước","Chị","","Váy","Chân váy","310000","310000","7"
"100674","7/13/2023","Facebook","0","complete","1","Kho Online","complete","","Hãng vận chuyển","Chị","","Quần","Quần jeans","370000","370000","7"
"100708","7/13/2023","Facebook","0","complete","1","Kho Online","complete","","Hãng vận chuyển","Chị","","Trang sức sự kiện","Mũ","180000","180000","7"
"100720","7/13/2023","Facebook","0","prepared","1","27 Khâm Thiên","prepared","","Đặt trước","Chị","","Váy","Chân váy","310000","310000","7"
"100737","7/13/2023","Facebook","0","complete","1","Kho Online","complete","","Hãng vận chuyển","Chị","","Daily use","Blazer","450000","450000","7"
"100740","7/13/2023","Facebook","0","complete","1","37 Nguyễn Văn Huyên","complete","","Đặt trước","Chị","","Trang sức sự kiện","Mũ","180000","180000","7"
"100760","7/13/2023","Facebook","0","complete","1","Kho Online","complete","","Hãng vận chuyển","Chị","","Áo (mùa hè)","Áo phông","300000","300000","7"
"100761","7/13/2023","Facebook","0","complete","1","37 Nguyễn Văn Huyên","complete","","Tự vận chuyển","Chị","","Váy","Chân váy","310000","310000","7"
"100762","7/13/2023","Facebook","0","complete","1","Kho Online","complete","","Hãng vận chuyển","Chị","","Váy","Chân váy","310000","310000","7"
"100767","7/13/2023","Facebook","0","complete","1","Kho Online","complete","","Hãng vận chuyển","Chị","","Trang sức sự kiện","Ví","160000","160000","7"
"100773","7/13/2023","Facebook","0","complete","1","Kho Online","complete","","Hãng vận chuyển","Chị","","Quần","Quần jeans","370000","370000","7"
"100821","7/13/2023","Facebook","0","complete","1","Kho Online","complete","","Hãng vận chuyển","Chị","","Daily use","Blazer","450000","450000","7"
"100823","7/13/2023","Facebook","0","prepared","1","37 Nguyễn Văn Huyên","prepared","","Đặt trước","Chị","","Áo (mùa hè)","Áo phông","300000","300000","7"
"100825","7/13/2023","Facebook","0","complete","1","Kho Online","complete","","Hãng vận chuyển","Chị","","Áo (mùa hè)","Áo dây","180000","180000","7"
"100829","7/13/2023","Zalo","0","complete","1","37 Nguyễn Văn Huyên","complete","","Tự vận chuyển","Chị","","Trang sức sự kiện","Mũ","180000","180000","7"
"100841","7/13/2023","Facebook","0","complete","1","Kho Online","complete","","Hãng vận chuyển","Chị","","Áo (mùa hè)","Áo phông","300000","300000","7"
"100845","7/13/2023","Instagram","0","confirmed","1","Kho Online","confirmed","","Đặt trước","Chị","","Áo (mùa hè)","Áo dây","180000","180000","7"
